"pitchid","pitcherid","yearid","height","initspeed","breakx","breakz","initposx","initposz","extension","spinrate","type"
126,4,1,72,88.3582812846464,-7.96406880514235,5.73313879112298,-1.92320994036464,5.79890052275854,6.34038414789992,1514.49409108204,4
127,5,1,72,89.7298371462853,-9.38143700913272,6.90380403042949,-1.79079080779066,5.71036084617915,6.09301465055055,1969.60229881063,9
128,2,1,80,95.0837495613465,-0.838534577346636,9.54435210630083,-2.16594288568761,6.09986666164977,6.24172773882354,2338.10223481631,10
129,5,1,72,90.2050732583822,-0.984205256826195,9.81588359430811,-0.640103950833609,6.11648150107052,6.02347279088546,1827.07788041131,10
130,5,1,72,90.6644615340697,-3.75307997751796,9.21487888552158,-1.42906231785425,5.91556811562662,6.76875004013993,2064.05723230452,10
131,2,1,80,95.6115599484361,-0.509738803001739,10.6573882776485,-2.47958738223022,6.05518380419638,6.07221578971743,2250.98292858994,10
132,5,1,72,89.3038829888524,-7.84112009714831,8.25504021501708,-1.49505636860634,5.72765496438895,6.10059907444139,1931.50948555799,9
133,5,1,72,91.2283699602757,-2.28011166436214,9.2413824641052,-0.72074300550407,6.0303876725209,6.50091079269676,1904.52242615347,10
134,5,1,72,84.7422610055454,-6.93251873828042,0.958001966313563,-0.592707672232069,5.88906383629359,6.30057175440969,789.177232177373,7
135,5,1,72,90.0448329916434,-5.92166705336862,6.79315020108084,-1.45572574724881,6.0695496435964,6.30284813151271,1869.70267266565,9
136,4,1,72,93.6796461727206,-6.60037343125479,9.11523679098502,-1.78447961316453,6.15866590089089,6.02912030960019,2438.98590790467,10
137,2,1,80,92.9060492004407,-2.19075824289541,7.80894414557656,-2.21659439347032,5.77547610447292,6.04115304689643,2287.77262952725,10
138,5,1,72,83.0318090659558,-6.85802272711598,5.35976668878694,-1.32461669809326,5.89659670407037,6.28940172571639,1103.8601964267,7
139,2,1,80,92.3833170249737,-4.08450925336815,10.3782660223354,-2.77233909506779,5.49129136225213,6.36970826985184,2220.16718301296,10
140,5,1,72,90.5614220065154,-0.663441038079573,6.20824826884249,-1.22593004893722,5.98288327116862,5.87075365896518,1985.73865194089,9
141,2,1,80,93.6813431164891,-2.39477969982397,7.18141115578121,-2.14624879032923,5.73355251472632,6.29517827076873,2244.53926200928,10
142,5,1,72,91.2334532146846,-1.29989928605099,9.03036757374406,-1.29024366603648,5.87043717658142,6.38700221925431,2089.63742687127,10
143,2,1,80,93.6039049333483,-6.71682046365062,8.37913493064822,-2.3917056489644,5.66973243232189,6.04257433657476,2365.02688399027,9
144,2,1,80,84.7408607875727,-3.13110613564094,3.31183294081832,-2.58416422894725,5.58527663235202,6.4488585577032,1488.91988758973,4
145,4,1,72,91.7445973349631,-8.72788500926353,2.04107635508818,-2.14480548318895,5.72468259185628,6.20670995099924,2117.09735233825,9
146,5,1,72,81.4712327104804,-7.74419498666925,2.1571928257861,-1.74424784651743,5.49877818667195,6.10571704801857,1233.14074881706,4
147,5,1,72,80.8618514112247,-5.00949151975342,6.47033336541475,-1.45243004969655,5.88632041639112,6.38596358465267,1163.74662185565,4
148,4,1,72,92.5412064378295,-2.78325993626516,10.3422751583982,-1.92126881680615,5.73351772340944,6.07718688028645,2180.1498165516,10
149,5,1,72,91.4835756024439,-7.31015489097592,5.88007281032084,-1.11934365839693,5.93816710411739,6.06126650480038,1715.04701926109,9
150,2,1,80,85.3754953061742,-7.20303501864634,1.87744734436894,-2.30279199243757,5.76904499179212,6.0510359376543,1601.68025324947,4
151,5,1,72,70.8325926081637,8.4523567267767,-10.8857326402649,-1.30523500987462,5.85761080395999,6.55344717990471,2226.86440299215,2
152,5,1,72,91.3976103770583,-3.04521706574937,10.0882897034204,-1.0216425427371,5.92035814409724,6.39130341586092,2051.90807293032,10
153,4,1,72,85.9116052745992,2.43972073654688,2.70487888466721,-1.9798708420181,5.80248009956785,6.41782471319557,2466.84353534078,8
154,2,1,80,95.9978682689658,-0.126446295773176,8.97587486726915,-1.82657251535685,5.94810502533652,6.18649401317252,2206.42888427558,10
155,4,1,72,90.4657151207149,1.48376480653508,5.08732389867314,-1.70822097424797,5.85505093957227,5.8432977185889,2552.57918860709,8
156,5,1,72,83.8838841884667,-3.90825929265532,-0.784657190135964,-0.989936765541522,5.94656868352388,6.05238905295546,985.90393314146,7
157,2,1,80,94.3934830180456,-4.64821556316322,5.55983621731477,-2.48638189371982,5.66876474743804,6.2071409262206,2045.62478791782,9
158,2,1,80,93.1839758961591,-2.40999279168545,9.13803572700343,-2.40837420335068,5.68105110676555,6.16829001092314,2235.33482385514,10
159,5,1,72,81.8355313901205,-4.59715315432985,3.24932860629744,-1.20632909626832,5.86200029622094,6.08908967792689,1131.28086282793,4
160,5,1,72,88.7522335475699,-6.57910796606867,7.47181784160375,-1.48746111948294,5.80479542850709,5.98516772637708,1753.23693845207,9
161,4,1,72,91.975357221725,-2.860185979153,7.12889833227364,-2.16654562667681,5.75168081079643,6.10144626449227,2218.87615386592,10
162,2,1,80,92.9065388841979,-4.90222324826361,6.83682753468886,-2.05717667997353,5.82220686167156,6.64509225661205,2039.02595208617,9
163,5,1,72,88.8321635493156,-2.45233983136999,10.4171306323233,-1.2071716295304,5.9270636664422,6.14194574335465,2014.53991837492,10
164,2,1,80,86.6835000515224,-5.51359839259188,1.74285353680188,-2.46017438910509,5.6458006296089,6.17722187688607,1625.66957806533,4
165,5,1,72,82.5825292411375,-4.89383231669762,6.2092965670378,-1.58528480404592,5.70392451988359,6.22748669073892,1163.84737905083,4
166,4,1,72,79.539131885413,4.99237579399554,-1.1636545148835,-1.95982746541072,5.80289710157485,6.39565390856939,2588.68942298971,2
167,5,1,72,88.1653568327147,-1.97139442867957,9.18997375766311,-0.96108038986691,5.91756125322799,6.03003401436033,1836.31663806107,10
168,5,1,72,90.176576411429,-4.42955760788871,9.19833992161558,-1.2634743411361,5.76253338299611,6.5591673759671,2065.36503407555,10
169,2,1,80,90.0240351948616,-11.7199790998059,1.10407638293659,-2.41187593125928,5.72101043205013,6.20183443407805,1544.77407846685,4
170,4,1,72,93.8368870019239,-7.10234700216192,7.30136788392635,-1.96792889371194,5.79638114889621,6.17090183554958,2298.54022728174,9
171,4,1,72,93.2578752037512,-6.57274586885525,12.7187714393012,-2.06506272501497,6.1751374992757,5.95372774829933,2471.22340447946,10
172,2,1,80,96.2992006854552,-0.777900717331435,11.4912886332747,-2.26506861175976,5.93609421505492,6.05824074950894,2375.18605541379,10
173,5,1,72,91.6963875331291,-6.27763613383197,9.18983415145005,-1.60148586510774,5.86359386014015,6.18599165583759,1903.22444408445,9
174,4,1,72,92.9276784010751,-4.35045819255857,11.150289769242,-1.94515154973659,6.08603661259237,6.1126853101798,2255.47628098203,10
175,1,1,76,80.7348707762108,-8.34544316404564,1.85510797326569,-1.75124527366651,6.62790338221804,6.15473695685293,1725.98509928414,4
176,2,1,80,81.9728230528607,3.91001155916594,-0.668023807513912,-1.57447791447056,6.2723218639876,6.09451155482903,2540.57231571919,2
177,2,1,80,81.7272391032837,4.64838625803105,-3.98102992005341,-1.78644345982197,6.14974734493854,6.35160661353671,2519.26362578558,2
178,2,1,80,80.2607496187397,3.80558423057092,-8.00646433313991,-2.21245200476549,5.88712932054713,5.72097286168639,2572.67130655015,2
179,5,1,72,90.0383778545972,-5.79501646760462,9.70605191440127,-0.833097918883674,6.03567361736849,6.30016981257132,2018.30726311799,10
180,2,1,80,95.4342364565373,-0.5256128964522,7.17822283589161,-2.3240166933476,5.86894084271632,6.20018031344098,2310.41189410831,10
181,4,1,72,82.2938057466219,3.90178979730118,-0.950426462217112,-1.72876400123762,5.93569806495828,6.13897882133899,2810.63662995548,2
182,4,1,72,94.4999027949148,-3.68727530937641,10.2774770022032,-1.82678616607117,5.86895457630523,6.34152314756037,2387.56769909631,10
183,5,1,72,83.5351739641582,-5.92664331423858,2.56477593586005,-1.05156663496595,6.01440908045391,6.07366433891299,473.948698346975,7
184,5,1,72,82.3102085454811,-2.72432356638728,1.04170578553777,-1.89759051856914,5.5535773099081,6.18400692108611,1176.04261319744,4
185,4,1,72,84.4020302308753,4.81430801540519,0.285289669429334,-1.87639588969381,5.81674216150687,6.76763915509911,2424.09102064155,8
186,4,1,72,91.2346805882619,-5.42676608138529,8.61844833627098,-2.04702658155243,5.73646990524003,6.35007611010891,2185.26582124971,10
187,5,1,72,83.3830784788776,3.37897648333743,2.94884877239298,-1.53442441982288,5.98838949396842,6.45087851154865,2014.5490865023,3
188,2,1,80,81.6082713962288,1.46948962896503,-6.17103692117346,-2.62351433793051,5.86752773582643,6.05666634172733,2583.55532944958,2
189,5,1,72,91.7320628430114,-2.40815312681399,10.7187197274246,-0.766518919355784,6.11849003924516,6.34500263826404,1998.62176899728,10
190,5,1,72,81.8626031721605,1.36095988301505,-2.16671490251208,-1.63832880872724,5.52474632724879,6.20953140699967,1635.94981643918,3
191,5,1,72,84.6941058630543,-2.29070880408083,3.82314860830726,-1.36598819365449,5.77770996394733,5.94892062484167,1236.41357650003,4
192,4,1,72,80.5263741728516,2.15462983220967,-2.73199507247856,-2.01066276587754,5.98674760462824,6.09693706554341,2615.5317962475,2
193,4,1,72,88.9724391110629,1.89713471477468,7.35081835539088,-2.16160928161064,5.90132315091545,6.22885857502359,2491.6330800822,8
194,5,1,72,92.2237973692249,-3.00947232868295,9.11751959324522,-0.869010422159672,5.9581848318712,6.64995756162818,2047.10666696705,10
195,2,1,80,75.969803680379,6.6621308283564,-10.4442674179588,-2.96950233685208,5.74483870618227,6.75039140524286,2761.0958218139,2
196,5,1,72,84.3070777134355,-0.840519255260759,-1.47786407609585,-1.01916167320435,5.81933699937517,5.98857788391697,774.234222365337,7
197,5,1,72,83.7947965383128,-1.34320245284759,2.59365303707716,-1.4561777041082,5.9980626028874,6.0085480429283,711.471312406504,7
198,5,1,72,89.9989302907775,-3.05108383463485,8.04408376737234,-1.0811669138862,5.96626021715188,5.8469249175474,2005.19967312413,10
199,4,1,72,92.8281612102997,-3.67006404116203,9.91474041093656,-1.78220210530472,5.80920984509269,6.32673530382604,2314.46912248437,10
200,2,1,80,77.2708831762634,4.19554529702381,-10.9996930038412,-2.46459829864637,5.93190120887669,6.35021295069369,2463.18462865943,2
201,4,1,72,89.3376483090524,1.34917451019663,5.32068443926211,-1.77064239574018,5.89217951720361,6.38202540174847,2392.43868339112,8
202,4,1,72,92.2723655177397,-8.16157369072795,6.07017479949289,-2.00498811766351,5.68056777463938,6.21576232460082,2299.1801209196,9
203,5,1,72,89.9354025309192,-2.65753118901387,8.88993683239412,-1.66397953753658,5.8551018500443,6.48875534577184,2039.14468050827,10
204,5,1,72,93.0671145045962,-1.81072682779279,8.5490684632171,-1.31895679315433,6.0250243966785,6.19729051693348,2014.76189670017,10
205,5,1,72,91.0399269919079,-3.48411541935481,10.0438665723481,-0.530165716180703,5.99208260534942,5.76508828331013,1918.35866380263,10
