"pitchid","pitcherid","yearid","height","initspeed","breakx","breakz","initposx","initposz","extension","spinrate"
10698,6,3,73,92.5717601508924,4.35255342291029,10.1251199832063,2.24950448739152,5.92493900358113,6.29994446531824,2041.97615704139
10699,2,3,80,82.3044708407242,-3.49567980024641,5.7389221502162,-2.3988739277251,5.64443630979211,6.42537725272475,1349.1672141929
10700,2,3,80,88.3169036455816,-4.41041430962383,7.51423604276658,-2.46279779190978,5.7245099446621,6.14328149030031,2222.67398432039
10701,2,3,80,68.1784263824481,8.16490741660486,-9.86509511810427,-2.36133184014652,5.47736810221038,6.50088032411026,2618.52725491339
10702,1,3,76,74.9348036414862,6.87961632819833,-4.10936130911967,-2.09769523247767,6.37131724866277,5.95737661015826,2810.00543818737
10703,1,3,76,81.6649498313883,-7.84989141257098,2.72808287916054,-1.9561087366781,6.43169198215799,6.21888412860995,1405.91121390788
10704,1,3,76,87.4790982127965,-6.77561379913306,5.31439702214358,-2.04795042191147,6.28678381849785,6.00296066174818,2348.25687611464
10705,3,3,77,87.0290641751175,7.23170480703148,8.60499180068865,4.34909769148559,6.42683072276877,6.17271373952775,2241.33423440835
10706,1,3,76,89.5104359541905,-9.4428643764698,1.81326066600087,-1.93746323480194,6.30380887352556,6.21098211858316,2201.98918957808
10707,2,3,80,86.8984330629053,-8.27912858274533,7.03952010445582,-2.46435724593643,5.7481414563567,5.98971442385162,1952.73742554889
10708,2,3,80,87.8850009403493,-7.85287692815706,7.24786197796763,-1.92283760693373,5.84843964682237,6.33019443067089,2053.93640572245
10709,2,3,80,75.2526685314606,5.39540176645213,-4.0658835630481,-2.28622531084338,5.90883498281138,6.54369294082576,2538.72168145667
10710,1,3,76,83.6725656851451,-0.0526943890811705,2.33075335821173,-1.88941961359531,6.50273898223333,6.25263598396285,2298.8167743805
10711,1,3,76,89.6706820792108,-8.53641507573948,3.87172449143753,-1.77954038335798,6.22403356248326,5.84063706124015,2282.82092212192
10712,2,3,80,86.3406204772666,-1.93154136145367,10.3218931569785,-2.15882751848731,5.95340185133634,6.62618741863756,2215.39877091817
10713,5,3,72,90.4101265856371,-7.01474248393557,6.44849394744722,-1.82701905019848,5.72107222291969,6.0973608725892,1849.21759965821
10714,3,3,77,81.776411128868,0.34107087775103,4.28718916901807,4.11086818753299,6.37931111057044,6.22958521789293,2124.76522495608
10715,6,3,73,77.8060619670976,-4.64889098255034,-0.579660380101349,2.0041769477075,5.81952436782724,6.05184813502516,2218.43701333037
10716,4,3,72,89.1676473893717,-5.13049291027773,8.67848125044316,-1.91825705075614,5.83228699747862,6.3397310314979,2250.60169591246
10717,4,3,72,92.0981013356535,-7.35512843236159,10.9965866454654,-1.80901479979229,5.88719929055733,6.06836055914055,2337.1045676754
10718,6,3,73,76.941986829758,-4.52379157318025,-2.36242798808586,2.09810299432502,5.79234057949583,6.08032933336012,2138.34490020113
10719,4,3,72,86.4396666141216,-7.17398349379982,0.338375541954336,-1.91887359067751,5.74415014065417,6.22508081364096,1341.45537625972
10720,6,3,73,91.5536500381495,7.13988699703963,7.13740320890495,2.20350554220492,5.8673019593013,6.57679811465545,2019.36249185361
10721,6,3,73,91.8938973429906,3.43190677568237,9.68886341275104,2.24534424905311,6.04971858810659,6.05950233531897,2128.0994508362
10722,3,3,77,87.1929513487635,3.39436848907349,5.95168618828379,4.20498798960097,6.43060987680658,6.39024778928003,2140.07165175067
10723,2,3,80,87.9246252276803,-6.84636596921612,7.36477954692731,-2.00281103557541,5.78297213659119,6.39623646838327,2257.55622720587
10724,2,3,80,88.3708332508602,-3.34033882701206,8.85758959222008,-2.15681440868952,5.8250436387395,6.2923427951674,2201.48198002783
10725,4,3,72,85.9359524034697,5.48430721823663,2.02447233651805,-1.83549756190185,5.8976751374355,6.30172339677537,2584.69280462762
10726,3,3,77,85.1107644170402,12.4848114962575,3.83191979619307,4.48910363890261,6.4746070358606,6.33954144831967,2028.40766623537
10727,2,3,80,88.8857545348579,-4.10714966625626,9.10169434414018,-2.7084475004675,5.75477160265766,6.26395608757821,2146.23097263524
10728,2,3,80,88.8001885744397,-3.60446163745175,6.32049674112429,-1.64724349692582,5.93155359029406,6.31323984361715,2078.1227640932
10729,4,3,72,81.3209539146954,7.79713952285917,-4.27559986647662,-1.61336754939755,5.84513313577652,6.34811653240328,2775.00346606024
10730,2,3,80,87.8952443532352,-2.08709190005252,11.2396404862382,-1.9168252577729,6.19195576505623,6.45971324881985,2312.59524676006
10731,3,3,77,81.6592395284631,2.67705008847356,4.41994324120293,4.00988529867753,6.460046987499,6.5624711454017,2203.96942990633
10732,6,3,73,92.3064102590242,6.43907613730279,7.54388552579614,2.16024653724924,6.05921398598671,5.9764595322373,1903.34379535483
10733,5,3,72,92.4797348552266,-3.30968532944745,9.96764047078331,-0.687344316316087,6.09269408710019,6.04367179608168,1868.10856765997
10734,4,3,72,92.4474516082475,-5.15839792941231,12.028318746721,-2.13830896808335,5.83785626760684,6.20298568777537,2373.815705767
10735,1,3,76,85.9064180477179,-7.03894560850662,2.98515554087721,-2.08993763993202,6.13593464547748,6.1297144929144,2259.3491089844
10736,5,3,72,81.7277946364852,-0.770333879802231,3.90512995426786,-0.972365112217508,6.16396130218323,6.04979968239694,989.915645288323
10737,1,3,76,87.9979499731548,-7.04209701291531,3.10058130534412,-2.01043810290523,6.33296626599233,6.17382598878472,2090.98688794083
10738,3,3,77,87.5117151972988,6.47780681910677,11.7812815079707,3.86140519641125,6.54079578019882,6.31888999816048,2211.22170344269
10739,2,3,80,87.5053915766015,-5.47334134190498,4.18051262950083,-2.3890173936959,5.58942442240645,6.43877691016315,2125.76996013591
10740,4,3,72,86.2855451639807,2.09618566877876,5.63941302316732,-1.9400895184437,5.80185068882418,5.96356803236438,2364.7353261132
10741,6,3,73,92.0257162797593,3.82575147046818,10.4979253196854,2.08423099321309,6.00009978025658,6.48267395983245,2038.32708062555
10742,2,3,80,74.3097104142336,6.86387649971856,-4.62821731430642,-1.8462924705616,6.12246807327169,6.3314528136869,2511.63969603338
10743,4,3,72,93.6421500342122,-4.99788142304291,10.8219958543916,-2.06231545255234,5.94845016085235,5.81968928910291,2370.53588444616
10744,4,3,72,93.3620130502349,-10.5824322827828,5.45126938313243,-1.93986288352377,5.90288395112366,6.28136025153485,2160.9726592653
10745,4,3,72,92.7146858605088,-7.75345632292347,10.7632363542727,-2.21030266858652,5.81800570741614,6.01930507959685,2394.50649536413
10746,5,3,72,92.5089921771576,-4.84568498656149,11.7382644708003,-0.862225860583776,6.05558448525817,6.30712967609773,1924.41297226084
10747,6,3,73,75.4585873520626,-8.69474044246316,-3.01755275802298,2.21728690838645,5.87535779136526,6.34103069943315,2216.99197807212
10748,1,3,76,77.0565427682014,3.26943810161276,-7.73695869480259,-1.75053920857315,6.34608431604,6.1411957927849,2849.1370318197
10749,4,3,72,85.2388384240532,-8.73440434337267,5.99840728051577,-2.33701978663842,5.73629009657382,5.99726359731764,1434.98047762479
10750,3,3,77,88.7537448259789,7.91714579012571,10.4363823990711,4.09748757523868,6.64098901608183,6.29360318881393,2215.09128000074
10751,1,3,76,90.1025767593747,-3.61822796390789,8.28926674027947,-1.26565609077937,6.49696956053116,6.29719056213014,2318.66174331099
10752,3,3,77,79.664282422162,2.05797916810505,5.13230646399766,3.99555960995343,6.54385829176953,6.50951723138803,1996.73348042983
10753,2,3,80,89.6093475066867,-3.18255755135919,11.9063186373085,-2.30157403112295,5.98685742779985,6.36488394347701,2191.63901064371
10754,2,3,80,87.2973203606317,-8.19936664222016,7.7247946405446,-2.2237565354672,5.62938190521463,6.34968929778214,2164.16483873879
10755,2,3,80,87.4353056642143,-2.086394071753,7.70520097431076,-2.26182469847253,5.73033996190822,6.36991016075133,2280.22380950458
10756,4,3,72,86.3120454815187,2.73700952497869,4.77044899828782,-1.90248734019196,6.02362442348437,6.09580774184509,2505.2098348762
10757,2,3,80,89.6239776952605,-0.390552978417174,8.27431086590123,-2.64299156203299,6.02306748510642,6.05179495740249,2297.9089295012
10758,5,3,72,70.8238349413747,-0.19800848760868,-7.70387402751206,-1.47964825323954,5.62069379627823,5.92271279763759,1984.60621746452
10759,1,3,76,81.3457992118507,-6.41963377786033,0.654637721203289,-1.51685989863778,6.56069823000015,5.93056931756894,1492.92190675347
10760,2,3,80,85.6158614828859,-6.74043674408432,8.0280416174297,-2.58381162890479,5.68814201335284,6.42532757565618,2051.60273942299
10761,6,3,73,91.8040712556725,4.51577481297355,6.87203950363334,2.01275401361285,5.90462461906329,6.26424443931314,1972.09662902439
10762,2,3,80,91.114863385917,0.347592852407454,8.2987216093127,-2.14619767263375,6.06808560017517,6.15196256591294,2181.65459873096
10763,2,3,80,89.6493757346197,-0.51764434090655,9.5655949115852,-2.1817865505756,6.14344990643205,6.59746110141984,2176.68584620195
10764,1,3,76,80.6031908498221,-7.731323883939,0.532498708403419,-1.65967826963218,6.46299784487688,6.17558069978908,1559.34748240759
10765,5,3,72,89.1122793420398,-3.66085942744656,10.3321199295966,-1.34088111787145,5.83898827956653,6.4238283684261,2040.94720563357
10766,3,3,77,85.6890226684021,3.01673540183131,10.833376307922,4.14972049765323,6.37060179189014,6.27011546844048,2279.82380206239
10767,2,3,80,90.7601574944217,-6.12335643845115,7.8522185528179,-2.07948726465796,5.85708463123682,6.09398667620035,2400.36704154659
10768,4,3,72,86.7386913290521,1.99117289524114,2.39235045602742,-1.92140683111164,5.99015286637693,6.1319726115514,2624.10943832698
10769,2,3,80,79.2924591961414,-4.49340472031759,4.81707738267295,-2.44500165190374,5.64778515665488,6.20514150479593,1505.38447941483
10770,1,3,76,87.3034155226932,-2.92966890932589,8.38829382545593,-1.25163012035813,6.68745159134983,6.37838805164355,2126.00240784759
10771,3,3,77,84.1439411549138,1.7222993727286,3.56282058150751,3.8864502118181,6.51706138548612,6.00242718769189,2213.78543418066
10772,6,3,73,90.5498025451507,10.01524596861,6.85293001326511,2.03680676107516,6.00960298577867,6.15866642148222,2009.65919509022
10773,6,3,73,90.9802110025588,7.08044644915626,7.10710525452975,1.85871365939195,6.0466210842074,5.97751050787802,2065.80723220142
10774,6,3,73,91.8863422850124,5.75250532482867,8.4555833075544,2.1586859450376,5.93168888272121,6.26965718344502,2007.58621277502
10775,5,3,72,73.2058669937847,6.34751514043669,-8.78796412927053,-1.10343988124694,5.98299097596005,6.17744210681846,2285.45307028294
10776,5,3,72,90.0940659152961,-9.71935829692471,9.30194622444168,-1.7397529640016,5.89775909670873,6.12236100281584,2002.61409092674
10777,2,3,80,88.2637138454563,-0.735886596517486,9.30439601997804,-2.34216849082674,5.99428710160582,6.2499519585616,2159.05012735624
10778,5,3,72,90.7905206088481,-1.50371401482413,10.4066292453245,-0.951186537019666,5.91275519896093,6.46670589761118,1929.03406508932
10779,6,3,73,75.5608305185426,-5.84739514597532,0.482437721683703,2.27580532153893,6.00038355354434,6.04079905618501,2095.58549852001
10780,2,3,80,72.0795083176407,4.14361452083246,-8.06826179855766,-1.96350944065361,5.81473368884337,6.02984110961538,2611.48829206496
10781,6,3,73,91.3241785700491,7.5554636302541,9.86738420854278,2.04834089252516,6.11175622952693,6.37475631866436,1931.13643244917
10782,4,3,72,79.2909120811263,6.16329206503761,-2.93966024923141,-1.87010014558818,5.93520258181062,6.58719610982821,2621.88055633458
10783,3,3,77,86.2476154560558,4.42397653573746,11.4708928616191,3.99051306978044,6.62489713589583,6.34910832252875,2174.27668187377
10784,4,3,72,89.1472690302004,0.787176645896722,2.57159327434029,-1.95634405627663,5.74164119055384,5.935768825408,2446.68964193946
10785,3,3,77,87.4937580242591,1.84076872641176,8.97181137252236,3.88637142355593,6.62691162652769,5.99201296597547,2158.23708811806
10786,4,3,72,87.2242109349282,-7.41957919803356,-0.494014943702495,-2.31836034414692,5.62714655073265,6.29627672082038,1473.70633273825
10787,2,3,80,86.9938256899938,-5.74329375061374,4.50544261652823,-2.11661059216712,5.6678077131298,6.47392730348374,2243.94231667344
10788,1,3,76,85.5931819971258,-6.5080445860088,1.80005262272932,-2.21055238511613,6.07585184527747,6.08162583030845,2152.06680282641
10789,1,3,76,86.3095303328011,-7.85684532643444,1.28327127288283,-2.13276755117157,6.19697996801121,6.04902161108968,2308.66091668459
10790,1,3,76,77.9345230175879,4.9240819875537,-5.49593412298259,-1.86095660399388,6.31761182682089,6.53765260597544,2924.06240557872
10791,3,3,77,86.086604329293,9.37869881767202,4.31841111224252,4.1965974595165,6.3682571442694,6.02415133737202,2175.91694935179
10792,5,3,72,90.9707500560258,-2.34487708369834,9.8638566292296,-0.870110115787061,5.95584128766987,6.09009981961398,2042.38713462631
10793,3,3,77,85.8685054033396,3.1419411650829,7.64143534291169,4.08760861984415,6.53883576250987,5.98196544332466,1982.5145196419
10794,2,3,80,76.1000701267782,5.98704998580265,-3.16482902858568,-2.44824979236416,5.71444523755503,6.28660073542221,2490.26456484204
10795,6,3,73,91.7014527882928,3.94317675095298,11.5237943453561,2.04554725080722,6.00822486561616,6.21269127714892,2024.62645030866
10796,6,3,73,91.890004275912,8.51370735425357,8.12660889332371,1.87204146971523,5.90842025235835,6.05422841369021,2080.32975315942
10797,6,3,73,90.9498536303857,4.1511264024212,9.75255499656003,2.14119611061048,5.89738624960311,6.20996092727689,1939.68941233721
10798,1,3,76,82.2651151854289,0.880113366303298,1.96248385935792,-2.461082075114,5.87788684239748,6.01057583516452,2429.23905297168
10799,3,3,77,81.8094060780124,-1.83598775421162,4.55778570835245,4.24245931794928,6.36383449465757,6.21397885314912,2149.45363313292
10800,4,3,72,87.3322157680514,1.91769170292252,4.75822231918037,-1.78384630890854,6.02085990154131,6.23261432676797,2484.91154580168
10801,4,3,72,88.4053442502623,1.19381941453389,4.38469017821518,-1.90847408549221,5.87287759958267,6.09399011479095,2509.76939448439
10802,1,3,76,77.5712864521707,6.45100130614366,-7.04300133355165,-1.56687597637363,6.47343591642961,6.29300666394657,3019.33604842955
10803,2,3,80,88.189808843555,-2.68133054097036,10.2568132314649,-2.27909317207179,5.91155402525788,5.91554088303479,2216.7770057698
10804,1,3,76,86.299226139391,-6.7356762109211,5.82239060107744,-2.20675694914164,6.33705694092633,6.12250152325997,2234.93560059934
10805,4,3,72,87.0842640937231,3.02354505074277,1.79913595158688,-1.77319363121553,5.94518100289768,6.27549094928222,2542.92012936828
10806,4,3,72,88.2310377312423,0.693796946121953,2.94173073581967,-2.18435488113215,5.69727637384554,6.3006800213381,2421.11934924906
10807,2,3,80,75.0141270393792,4.47523480942339,-7.08297100493813,-1.86613844917254,6.02424409170803,5.78749297339625,2702.75728572423
10808,6,3,73,78.1032289406065,-3.54324828443361,-0.766221566998001,2.04881079465399,5.93994027927774,6.12329785881776,2188.13018884095
10809,3,3,77,82.3849011272019,1.66223291307084,3.7514749634897,3.94655950362504,6.36326296429807,6.21219112886062,2096.14824222386
10810,3,3,77,86.5323902412514,8.54787831816921,3.22453208205325,4.28421004213339,6.3702747724598,6.52386708077075,2302.71262776127
10811,4,3,72,91.8242734658519,-6.53523183272752,11.6802598490039,-1.81982728576977,6.08924745720505,5.94895668776487,2455.66659671971
10812,4,3,72,84.880772244797,-7.67709471161089,5.61340593236609,-2.13366503765793,5.68507857566475,6.2051886998309,1390.09961922652
10813,4,3,72,91.8708906059321,-7.18709124710215,8.64768239007454,-2.19441011013907,5.88923607404398,6.20323660653046,2318.49863427348
10814,2,3,80,86.250034047538,-3.31418177014364,6.11427310366307,-2.62577902449034,5.59670326830914,6.22308066417875,2100.65478055744
10815,5,3,72,84.9152234086443,-4.44413548318232,2.7014289923434,-0.839424992234012,6.09995311857513,6.01902629822798,1138.68317187838
10816,4,3,72,92.8026147526927,-5.08399855981173,11.2531364731909,-1.95670636910624,5.95383086974805,6.31822874542086,2552.71608228381
10817,3,3,77,85.6178789543849,6.75295276740459,10.5130848930412,4.28449163081563,6.44172512511429,6.22029678573461,2096.92897104333
10818,6,3,73,92.2609698393605,7.25834827570931,7.96435944385538,2.03038092695105,5.92829867401268,6.27664810913842,1927.32400590215
10819,5,3,72,79.9273639372096,1.58783391645563,-5.17242479503503,-1.43081130381295,5.58914375875649,6.17644014289716,2088.9720523407
10820,2,3,80,74.4246062742806,3.98462264828423,-8.54134472590286,-2.45181931375183,5.95052712804014,6.29999717681622,2688.71540335828
10821,6,3,73,77.481834293062,-7.87725750150564,0.933270874794083,2.01182019331536,5.94822038134377,6.20229053123567,2242.91631343902
10822,1,3,76,88.4279096442307,-8.35780946330329,5.81187401103014,-1.8985369224391,6.82176657949738,6.53423018738729,2182.42389237646
10823,2,3,80,89.8569561765564,2.3569287596689,9.49402682773718,-2.1137479458105,6.20140287030053,6.19530786587008,2433.33935375444
10824,3,3,77,85.9243320836001,10.6063623773149,8.22871890215324,3.94490954419782,6.63254139881913,6.17013644121424,1693.63979095076
10825,4,3,72,87.0102878178902,1.36789030787612,4.36986681778092,-1.90305166858657,5.86237244189872,5.96250743250717,2492.21726944211
10826,2,3,80,75.5431506815117,4.79631556795607,-5.26563437673663,-2.00797941016493,6.07433496627805,6.52818751690154,2614.87665675537
10827,2,3,80,69.480816653097,7.47308734087392,-11.6703905974202,-2.56238973088999,5.4500169790744,6.18393741198212,2614.04298334455
10828,6,3,73,91.3530211805264,5.06024472047235,7.13384745847358,2.03412533517694,5.90268884458515,6.04041333081594,1999.1894062186
10829,1,3,76,87.1334673022286,-4.84128574199065,11.1839538637843,-2.22934675191577,6.39355837126367,6.12228326005668,2210.73942936616
10830,1,3,76,79.452295860065,-5.37669650280117,3.53577596678196,-2.1683032571796,6.30568768387751,6.06298285921073,1469.39698699603
10831,3,3,77,87.9014208905979,4.56825171600957,10.9326939532861,4.01417243867396,6.56745348964072,6.0865972169654,2062.84899798612
10832,6,3,73,90.9616400060219,11.472707297774,5.45361813849244,1.63791089485707,5.84280366988361,5.97707195084017,2000.22081451743
10833,1,3,76,88.4465372881082,-8.12655986714619,3.29709637466679,-2.18350947345878,6.21393797633345,6.37917995618842,2119.01608162132
10834,2,3,80,83.3640772947181,-7.77960746802396,3.90380815158411,-2.39403787255333,5.76496686924867,6.40464843500919,1354.60775769902
10835,1,3,76,87.5581101333091,-8.9118663556695,5.18464445722037,-1.85591783502952,6.53071985241314,6.20997465047858,2146.34161272854
10836,2,3,80,83.2495319797689,-8.89334845330051,4.26955197273814,-2.15709276856795,5.7571225500605,6.42218412028462,1465.35352829603
10837,3,3,77,82.7714930554219,-0.242569114361207,3.86485822742204,3.79698402982491,6.60220549661964,6.23750454425617,2151.5891251098
10838,2,3,80,85.0353244401024,-9.89145725321163,8.20809855486362,-2.39140218365928,5.88786491478919,6.65076519800883,2108.66075186815
10839,5,3,72,90.773574902291,-9.31128139421807,4.859346560221,-1.14580565985439,5.74976114835587,6.19481719802107,2041.069524557
10840,1,3,76,84.1620783454993,-1.22951375253397,5.05424311365337,-2.26599070659349,6.20492625102747,6.12996313805335,2199.49487228431
10841,2,3,80,87.5988634418899,-7.12300324785204,7.36909204343145,-2.05703518107312,5.77394634155211,6.22225506460982,2090.82317967264
10842,4,3,72,87.2042884508826,4.24053685066659,3.89612297982361,-1.76827247095519,5.91308758723133,6.0473492009323,2592.12579550579
10843,2,3,80,83.9575515001443,-4.25613117761959,7.08561900213773,-2.62606456993158,5.43561204720597,5.81913919795135,2113.78744273164
10844,3,3,77,88.126174296558,7.40475161670691,5.17410085014451,4.03567267009515,6.36662534027995,6.19425603757683,2475.63975200998
10845,4,3,72,93.0103731690515,-4.1857446605759,8.71958679619093,-1.8807081482776,5.86420676359584,6.18759082420416,2316.7444343883
10846,4,3,72,91.6430568633797,-4.04913126884775,9.93560826437707,-2.19985738898016,5.83024824950562,6.07064073079381,2115.74103628766
10847,1,3,76,82.019740683484,-7.26751743323466,-1.23611285700533,-1.93877201107995,6.21232466205675,5.74688055191221,1360.60751838088
10848,6,3,73,76.2734192906279,-4.44128665367246,-3.68794215461684,1.96010322562121,5.78446681314672,5.97542107967464,2026.19262124303
10849,5,3,72,88.9185057115677,-5.14493865476603,10.4352205409424,-1.36698181488368,6.05659773419284,5.82252680723602,1888.8411628969
10850,5,3,72,84.5440904100983,1.38835524676051,0.327656168892615,-1.05641302980008,5.9041325388613,6.26569519212552,1121.77754756181
10851,3,3,77,82.0566243637227,-1.65845186755912,5.2349730412629,4.0608501804691,6.52155268068901,6.46698056169397,2126.14274861797
10852,2,3,80,70.3865578016305,8.13344046624204,-10.6592260124632,-2.63913931139137,5.65643400042717,6.23544174994162,2724.23921262301
10853,5,3,72,89.9542762253147,-5.05016003520024,8.59334343268033,-1.39322794698616,5.86715499562858,6.44038373843578,1925.40594132139
10854,5,3,72,85.0746736012727,-5.10649834968701,2.09085961435113,-1.02826327075402,5.78999143284882,6.37461447221263,886.379105498325
10855,1,3,76,86.3148325692486,-8.96376346727732,5.62660308935467,-1.93420615139165,6.4956391034332,6.42254779473854,2214.61845043849
10856,2,3,80,74.9075073308494,5.16008094586135,-6.95747968256071,-1.93318552066906,5.79448287897748,6.34605542998922,2450.49648332927
